# Time(ns)	Amplitude
0.00 199.82
1.01 200.07
2.02 200.18
3.03 200.57
4.03 200.52
5.04 199.88
6.05 199.87
7.06 199.77
8.07 199.87
9.08 199.65
10.08 199.84
11.09 199.97
12.10 200.47
13.11 200.21
14.12 199.54
15.13 199.47
16.13 200.13
17.14 200.11
18.15 200.10
19.16 199.91
20.17 200.21
21.18 200.32
22.18 200.34
23.19 200.24
24.20 200.53
25.21 200.20
26.22 201.35
27.23 205.57
28.24 206.51
29.24 207.27
30.25 207.16
31.26 206.49
32.27 206.62
33.28 205.26
34.29 205.36
35.29 204.61
36.30 204.40
37.31 203.91
38.32 203.09
39.33 203.14
40.34 202.98
41.34 201.86
42.35 202.34
43.36 201.95
44.37 202.00
45.38 203.62
46.39 207.59
47.39 208.82
48.40 208.73
49.41 208.74
50.42 208.88
51.43 207.63
52.44 207.93
53.45 205.96
54.45 205.76
55.46 205.15
56.47 204.54
57.48 204.74
58.49 203.90
59.50 203.28
60.50 203.38
61.51 202.41
62.52 202.60
63.53 202.39
64.54 201.66
65.55 201.79
66.55 201.70
67.56 202.01
68.57 201.60
69.58 201.30
70.59 201.13
71.60 204.73
72.61 208.27
73.61 214.47
74.62 217.68
75.63 217.88
76.64 217.37
77.65 216.48
78.66 215.10
79.66 213.62
80.67 212.96
81.68 211.83
82.69 210.21
83.70 209.02
84.71 208.65
85.71 207.19
86.72 207.13
87.73 206.41
88.74 205.81
89.75 205.60
90.76 204.58
91.76 204.74
92.77 204.33
93.78 203.25
94.79 207.48
95.80 211.06
96.81 212.46
97.82 213.42
98.82 212.41
99.83 211.42
100.84 210.95
101.85 209.47
102.86 209.31
103.87 208.24
104.87 207.29
105.88 206.40
106.89 206.17
107.90 205.56
108.91 204.59
109.92 204.15
110.92 204.18
111.93 204.09
112.94 203.39
113.95 203.06
114.96 203.25
115.97 201.75
116.97 201.90
117.98 202.22
118.99 201.68
120.00 201.38
