# Time(ns)	Amplitude
0.00 199.79
1.01 199.86
2.02 200.36
3.03 200.13
4.03 200.28
5.04 200.43
6.05 199.68
7.06 199.83
8.07 199.75
9.08 200.07
10.08 199.80
11.09 200.20
12.10 199.32
13.11 200.20
14.12 200.19
15.13 199.82
16.13 200.12
17.14 200.58
18.15 200.56
19.16 203.75
20.17 205.08
21.18 206.54
22.18 205.16
23.19 205.18
24.20 205.94
25.21 209.13
26.22 210.21
27.23 210.82
28.24 210.90
29.24 209.40
30.25 208.96
31.26 208.01
32.27 207.65
33.28 206.85
34.29 206.04
35.29 205.48
36.30 205.01
37.31 204.71
38.32 204.35
39.33 203.51
40.34 203.45
41.34 203.01
42.35 202.93
43.36 202.65
44.37 201.88
45.38 202.08
46.39 201.92
47.39 201.55
48.40 200.89
49.41 201.44
50.42 201.47
51.43 201.26
52.44 200.75
53.45 200.56
54.45 200.59
55.46 201.36
56.47 200.62
57.48 200.07
58.49 200.76
59.50 200.45
60.50 200.75
61.51 200.19
62.52 200.40
63.53 200.03
64.54 199.87
65.55 200.21
66.55 199.92
67.56 199.89
68.57 200.86
69.58 207.48
70.59 210.35
71.60 213.56
72.61 218.43
73.61 220.17
74.62 220.50
75.63 219.63
76.64 218.24
77.65 216.49
78.66 215.54
79.66 214.00
80.67 212.77
81.68 214.39
82.69 215.60
83.70 215.82
84.71 215.73
85.71 214.31
86.72 213.30
87.73 212.71
88.74 210.94
89.75 210.54
90.76 209.45
91.76 208.37
92.77 207.59
93.78 207.18
94.79 206.13
95.80 205.52
96.81 205.07
97.82 204.22
98.82 204.04
99.83 203.51
100.84 202.90
101.85 202.92
102.86 202.85
103.87 201.88
104.87 202.46
105.88 201.78
106.89 202.05
107.90 202.30
108.91 201.51
109.92 201.21
110.92 201.11
111.93 201.07
112.94 201.01
113.95 200.93
114.96 201.48
115.97 200.44
116.97 201.23
117.98 200.11
118.99 200.29
120.00 200.51
