# Time(ns)	Amplitude
0.00 200.55
1.01 200.04
2.02 200.06
3.03 200.07
4.03 200.51
5.04 199.82
6.05 199.88
7.06 199.76
8.07 199.89
9.08 199.63
10.08 200.31
11.09 200.51
12.10 199.81
13.11 200.12
14.12 199.99
15.13 200.26
16.13 200.16
17.14 200.35
18.15 200.55
19.16 199.80
20.17 199.62
21.18 199.66
22.18 200.01
23.19 199.94
24.20 199.74
25.21 200.28
26.22 200.13
27.23 205.47
28.24 208.08
29.24 209.18
30.25 209.20
31.26 210.64
32.27 214.41
33.28 215.21
34.29 215.24
35.29 214.77
36.30 214.19
37.31 212.53
38.32 210.75
39.33 213.85
40.34 215.05
41.34 215.39
42.35 214.54
43.36 213.84
44.37 213.12
45.38 211.12
46.39 210.87
47.39 209.49
48.40 209.08
49.41 207.86
50.42 207.63
51.43 206.33
52.44 205.91
53.45 205.45
54.45 205.26
55.46 204.57
56.47 204.19
57.48 203.51
58.49 203.44
59.50 202.99
60.50 202.45
61.51 202.12
62.52 202.10
63.53 202.34
64.54 202.16
65.55 201.42
66.55 201.19
67.56 200.73
68.57 201.40
69.58 201.12
70.59 201.28
71.60 201.08
72.61 200.82
73.61 201.44
74.62 201.03
75.63 200.24
76.64 200.37
77.65 200.04
78.66 200.46
79.66 199.94
80.67 200.06
81.68 199.68
82.69 199.96
83.70 200.00
84.71 200.14
85.71 200.26
86.72 200.77
87.73 200.45
88.74 200.31
89.75 199.75
90.76 199.86
91.76 200.25
92.77 200.18
93.78 200.14
94.79 200.52
95.80 200.27
96.81 200.32
97.82 200.10
98.82 200.13
99.83 199.63
100.84 199.68
101.85 199.46
102.86 200.48
103.87 199.73
104.87 200.20
105.88 199.73
106.89 199.89
107.90 202.11
108.91 204.24
109.92 204.60
110.92 209.94
111.93 212.51
112.94 213.28
113.95 212.76
114.96 212.04
115.97 211.14
116.97 209.76
117.98 209.57
118.99 208.46
120.00 207.70
