# Time(ns)	Amplitude
0.00 200.22
1.01 200.00
2.02 200.21
3.03 200.00
4.03 200.39
5.04 199.96
6.05 199.83
7.06 199.56
8.07 200.20
9.08 200.54
10.08 200.54
11.09 200.07
12.10 199.97
13.11 200.18
14.12 200.10
15.13 200.26
16.13 200.02
17.14 199.52
18.15 200.10
19.16 200.24
20.17 200.19
21.18 199.88
22.18 200.10
23.19 200.01
24.20 199.46
25.21 199.55
26.22 199.79
27.23 199.54
28.24 200.34
29.24 199.83
30.25 199.39
31.26 200.36
32.27 200.60
33.28 199.84
34.29 199.42
35.29 199.54
36.30 199.67
37.31 199.68
38.32 200.02
39.33 202.59
40.34 207.22
41.34 209.12
42.35 209.78
43.36 208.88
44.37 209.14
45.38 208.35
46.39 207.01
47.39 206.51
48.40 206.18
49.41 205.29
50.42 205.50
51.43 204.89
52.44 204.26
53.45 204.06
54.45 203.17
55.46 206.93
56.47 209.49
57.48 210.10
58.49 210.21
59.50 209.77
60.50 209.76
61.51 208.71
62.52 207.61
63.53 206.90
64.54 206.15
65.55 205.67
66.55 205.10
67.56 204.81
68.57 204.20
69.58 203.78
70.59 203.38
71.60 203.45
72.61 202.92
73.61 202.48
74.62 202.34
75.63 201.99
76.64 202.15
77.65 201.51
78.66 201.88
79.66 202.06
80.67 200.87
81.68 201.18
82.69 201.25
83.70 201.29
84.71 200.99
85.71 200.95
86.72 200.44
87.73 201.19
88.74 200.62
89.75 200.54
90.76 201.26
91.76 205.17
92.77 206.16
93.78 206.56
94.79 207.00
95.80 206.76
96.81 205.93
97.82 205.57
98.82 204.90
99.83 204.75
100.84 204.41
101.85 203.16
102.86 203.42
103.87 202.58
104.87 202.27
105.88 202.09
106.89 205.91
107.90 209.69
108.91 211.28
109.92 216.49
110.92 218.72
111.93 218.66
112.94 217.78
113.95 217.03
114.96 215.80
115.97 214.75
116.97 212.79
117.98 212.13
118.99 210.75
120.00 209.59
