# Time(ns)	Amplitude
0.00 199.70
1.01 199.98
2.02 200.14
3.03 199.79
4.03 200.15
5.04 199.78
6.05 200.30
7.06 200.23
8.07 199.94
9.08 199.58
10.08 200.24
11.09 199.93
12.10 199.78
13.11 200.51
14.12 199.89
15.13 200.42
16.13 200.39
17.14 199.53
18.15 199.88
19.16 200.06
20.17 200.21
21.18 203.39
22.18 204.78
23.19 206.05
24.20 206.02
25.21 205.37
26.22 204.93
27.23 205.02
28.24 204.21
29.24 203.76
30.25 203.74
31.26 203.13
32.27 202.96
33.28 202.44
34.29 202.02
35.29 202.13
36.30 207.50
37.31 209.59
38.32 210.18
39.33 209.53
40.34 208.41
41.34 208.92
42.35 207.79
43.36 207.30
44.37 206.66
45.38 206.62
46.39 205.61
47.39 204.86
48.40 204.10
49.41 203.96
50.42 203.49
51.43 203.32
52.44 202.76
53.45 203.26
54.45 202.76
55.46 202.02
56.47 201.97
57.48 201.66
58.49 201.80
59.50 201.87
60.50 205.60
61.51 210.31
62.52 213.15
63.53 216.05
64.54 217.57
65.55 217.06
66.55 216.41
67.56 214.79
68.57 213.25
69.58 212.42
70.59 211.00
71.60 210.26
72.61 209.50
73.61 208.46
74.62 207.19
75.63 207.30
76.64 206.53
77.65 205.68
78.66 205.21
79.66 204.68
80.67 204.02
81.68 203.79
82.69 203.68
83.70 203.21
84.71 203.02
85.71 203.11
86.72 207.54
87.73 208.98
88.74 209.68
89.75 209.88
90.76 209.15
91.76 208.92
92.77 207.73
93.78 207.00
94.79 206.52
95.80 205.68
96.81 205.12
97.82 205.61
98.82 204.38
99.83 203.42
100.84 204.10
101.85 203.64
102.86 202.92
103.87 202.44
104.87 201.95
105.88 201.84
106.89 201.79
107.90 201.44
108.91 201.67
109.92 201.35
110.92 201.53
111.93 200.92
112.94 201.09
113.95 200.86
114.96 200.34
115.97 200.79
116.97 200.70
117.98 200.94
118.99 200.12
120.00 200.37
